index,单价,小区名字,建筑面积,总价,户型,朝向,楼层,装修
14,13408元/平米,河畔新世界,115.6平米,155万,2室2厅2卫,西南,低层,毛坯
16,23466元/平米,麓湖生态城云树,277平米,650万,4室3厅3卫,南,高层,简装修
17,18577元/平米,南湖世纪,110.35平米,205万,3室2厅2卫,西,低层,精装修
18,14789元/平米,中海右岸,71平米,105万,2室2厅1卫,南北,低层,毛坯
19,17081元/平米,恺信时代天城,73.18平米,125万,2室2厅1卫,东南,低层,简装修
20,13333元/平米,南湖国际社区二期,177平米,236万,5室2厅3卫,东,低层,毛坯
21,17073元/平米,融创Nano公馆,41平米,70万,2室1厅1卫,南北,低层,精装修
22,21667元/平米,恒大名都,60平米,130万,2室1厅1卫,南北,高层,精装修
23,14524元/平米,融创南湖逸家,84平米,122万,3室1厅2卫,南北,中层,毛坯
24,12381元/平米,金南园,121.15平米,150万,3室2厅2卫,南,中层,精装修
25,17949元/平米,蓝山美树,195平米,350万,4室2厅3卫,南北,高层,简装修
26,10833元/平米,成南领寓,120平米,130万,3室2厅2卫,南,中层,精装修
27,15657元/平米,南湖左岸,99平米,155万,3室2厅2卫,西北,中层,毛坯
28,14062元/平米,南湖世纪,96平米,135万,3室2厅2卫,东北,低层,简装修
29,12698元/平米,三和南庭,126平米,160万,3室2厅2卫,东西,低层,精装修
1,18780元/平米,麓山国际圣芭芭拉,205平米,385万,4室2厅3卫,南,中层,毛坯
3,16717元/平米,家益欣城,92.72平米,155万,2室2厅1卫,东,低层,精装修
4,12921元/平米,蜀郡一期,464.37平米,600万,4室2厅3卫,南,低层,精装修
5,21856元/平米,蔚蓝卡地亚,420.94平米,920万,5室2厅3卫,东南,低层,精装修
6,12762元/平米,成南领寓,119.1平米,152万,3室2厅2卫,南,中层,简装修
7,19492元/平米,洛森堡新殿,118平米,230万,4室2厅2卫,东南,中层,豪华装修
8,17986元/平米,河畔新世界,144平米,259万,3室2厅2卫,西南,高层,精装修
9,17143元/平米,佳兆业君汇上品,105平米,180万,3室2厅2卫,南,低层,精装修
10,16000元/平米,佳兆业君汇上品,130平米,208万,3室2厅2卫,东西,高层,精装修
11,19245元/平米,慕和南道,93.53平米,180万,3室2厅1卫,北,低层,简装修
12,13889元/平米,蓝润华府春天,72平米,100万,3室2厅1卫,南北,高层,精装修
13,15625元/平米,蔚蓝卡地亚,320平米,500万,5室3厅1卫,南,低层,毛坯
14,14941元/平米,凯莱丽景雅筑,157.29平米,235万,3室2厅2卫,西北,中层,简装修
15,16372元/平米,南湖国际社区,76.35平米,125万,2室2厅1卫,南,中层,精装修
16,15647元/平米,南阳盛世,79.89平米,125万,2室1厅1卫,南,高层,精装修
17,13187元/平米,洛森堡新殿,91平米,120万,2室2厅1卫,南,低层,精装修
18,16281元/平米,保利御景台,122.84平米,200万,3室2厅2卫,北,中层,毛坯
20,14912元/平米,中德英伦世邦,57平米,85万,2室2厅2卫,南北,低层,简装修
21,16717元/平米,家益欣城,92.72平米,155万,2室2厅1卫,东,低层,精装修
22,17559元/平米,南湖世纪,119.6平米,210万,3室2厅2卫,东,中层,简装修
23,12444元/平米,南阳锦城,135平米,168万,3室2厅2卫,南,低层,精装修
24,13448元/平米,佳兆业君汇上品,145平米,195万,4室2厅2卫,西北,高层,毛坯
25,22959元/平米,万科海悦汇城东区,58.8平米,135万,2室2厅1卫,西南,低层,精装修
26,13163元/平米,南阳盛世,79.77平米,105万,2室1厅1卫,东南,中层,精装修
27,13542元/平米,融创Nano公馆,48平米,65万,2室1厅1卫,南,低层,精装修
28,18182元/平米,洛森堡新殿,99平米,180万,3室2厅2卫,南北,中层,毛坯
29,15252元/平米,左岸花都,139平米,212万,3室2厅2卫,南北,低层,中装修
0,22959元/平米,万科海悦汇城东区,58.8平米,135万,2室2厅1卫,西南,低层,精装修
1,13163元/平米,南阳盛世,79.77平米,105万,2室1厅1卫,东南,中层,精装修
2,13542元/平米,融创Nano公馆,48平米,65万,2室1厅1卫,南,低层,精装修
3,18182元/平米,洛森堡新殿,99平米,180万,3室2厅2卫,南北,中层,毛坯
4,15252元/平米,左岸花都,139平米,212万,3室2厅2卫,南北,低层,中装修
5,17442元/平米,阳光华苑,108.93平米,190万,3室2厅2卫,南,高层,毛坯
7,19492元/平米,洛森堡新殿,118平米,230万,4室2厅2卫,东南,中层,豪华装修
8,10072元/平米,南阳锦城,139平米,140万,3室2厅2卫,南,高层,毛坯
9,12159元/平米,洛森堡新殿,88平米,107万,2室2厅1卫,北,低层,毛坯
10,35025元/平米,麓山国际圆石滩,394平米,1380万,5室2厅3卫,东,低层,精装修
11,35874元/平米,麓山国际橡树坡,892平米,3200万,7室3厅7卫,南,低层,毛坯
12,22892元/平米,蔚蓝卡地亚,332平米,760万,4室2厅4卫,南,低层,毛坯
13,9350元/平米,成南领寓,90.91平米,85万,2室2厅1卫,南北,中层,精装修
14,16667元/平米,南湖国际社区二期,129平米,215万,3室1厅2卫,东,低层,豪华装修
15,15797元/平米,融创Nano公馆,37.35平米,59万,1室1厅1卫,南,中层,简装修
16,17885元/平米,戛纳滨江,89.46平米,160万,3室2厅2卫,南北,高层,精装修
17,13978元/平米,洛森堡新殿,93平米,130万,3室2厅1卫,东南,低层,精装修
19,12281元/平米,雅居乐富春山居,285平米,350万,4室3厅4卫,南,低层,精装修
20,14722元/平米,天府美岸,180平米,265万,4室2厅2卫,东西,低层,毛坯
21,20440元/平米,兰桥尚舍,159平米,325万,4室2厅3卫,南,低层,简装修
22,18391元/平米,蜀郡别墅,174平米,320万,4室2厅3卫,南,低层,毛坯
23,15965元/平米,融创Nano公馆,57平米,91万,2室1厅1卫,东南,中层,简装修
24,25581元/平米,佳兆业君汇上品,86平米,220万,4室3厅1卫,西,高层,精装修
25,14784元/平米,水印城,131.9平米,195万,3室2厅2卫,南,中层,精装修
26,14818元/平米,水印城,131.6平米,195万,3室2厅2卫,南,中层,精装修
27,12394元/平米,南湖国际社区二期,177.5平米,220万,4室2厅3卫,西,低层,毛坯
28,14410元/平米,南湖国际社区,161平米,232万,3室2厅3卫,南北,高层,毛坯
29,17711元/平米,南湖国际社区,83平米,147万,2室2厅1卫,东,低层,简装修
0,13163元/平米,南阳盛世,79.77平米,105万,2室1厅1卫,东南,中层,精装修
1,13542元/平米,融创Nano公馆,48平米,65万,2室1厅1卫,南,低层,精装修
2,18182元/平米,洛森堡新殿,99平米,180万,3室2厅2卫,南北,中层,毛坯
3,15252元/平米,左岸花都,139平米,212万,3室2厅2卫,南北,低层,中装修
4,17442元/平米,阳光华苑,108.93平米,190万,3室2厅2卫,南,高层,毛坯
6,19492元/平米,洛森堡新殿,118平米,230万,4室2厅2卫,东南,中层,豪华装修
7,10072元/平米,南阳锦城,139平米,140万,3室2厅2卫,南,高层,毛坯
8,12159元/平米,洛森堡新殿,88平米,107万,2室2厅1卫,北,低层,毛坯
9,35025元/平米,麓山国际圆石滩,394平米,1380万,5室2厅3卫,东,低层,精装修
10,35874元/平米,麓山国际橡树坡,892平米,3200万,7室3厅7卫,南,低层,毛坯
11,22892元/平米,蔚蓝卡地亚,332平米,760万,4室2厅4卫,南,低层,毛坯
12,9350元/平米,成南领寓,90.91平米,85万,2室2厅1卫,南北,中层,精装修
13,16667元/平米,南湖国际社区二期,129平米,215万,3室1厅2卫,东,低层,豪华装修
14,15797元/平米,融创Nano公馆,37.35平米,59万,1室1厅1卫,南,中层,简装修
15,17885元/平米,戛纳滨江,89.46平米,160万,3室2厅2卫,南北,高层,精装修
16,13978元/平米,洛森堡新殿,93平米,130万,3室2厅1卫,东南,低层,精装修
18,12281元/平米,雅居乐富春山居,285平米,350万,4室3厅4卫,南,低层,精装修
19,14722元/平米,天府美岸,180平米,265万,4室2厅2卫,东西,低层,毛坯
20,20440元/平米,兰桥尚舍,159平米,325万,4室2厅3卫,南,低层,简装修
21,18391元/平米,蜀郡别墅,174平米,320万,4室2厅3卫,南,低层,毛坯
22,15965元/平米,融创Nano公馆,57平米,91万,2室1厅1卫,东南,中层,简装修
23,25581元/平米,佳兆业君汇上品,86平米,220万,4室3厅1卫,西,高层,精装修
24,14784元/平米,水印城,131.9平米,195万,3室2厅2卫,南,中层,精装修
25,14818元/平米,水印城,131.6平米,195万,3室2厅2卫,南,中层,精装修
26,12394元/平米,南湖国际社区二期,177.5平米,220万,4室2厅3卫,西,低层,毛坯
27,14410元/平米,南湖国际社区,161平米,232万,3室2厅3卫,南北,高层,毛坯
28,17711元/平米,南湖国际社区,83平米,147万,2室2厅1卫,东,低层,简装修
29,13759元/平米,南湖国际社区二期,133平米,183万,3室1厅1卫,北,低层,毛坯
0,14818元/平米,水印城,131.6平米,195万,3室2厅2卫,南,中层,精装修
1,12394元/平米,南湖国际社区二期,177.5平米,220万,4室2厅3卫,西,低层,毛坯
2,14410元/平米,南湖国际社区,161平米,232万,3室2厅3卫,南北,高层,毛坯
3,17711元/平米,南湖国际社区,83平米,147万,2室2厅1卫,东,低层,简装修
4,13759元/平米,南湖国际社区二期,133平米,183万,3室1厅1卫,北,低层,毛坯
5,15273元/平米,佳兆业君汇上品,110平米,168万,3室2厅2卫,东南,高层,毛坯
6,15730元/平米,戛纳滨江,89平米,140万,3室2厅1卫,南,高层,简装修
7,17209元/平米,南湖国际社区二期,86平米,148万,2室1厅1卫,西南,低层,简装修
8,15714元/平米,中海右岸,98平米,154万,3室2厅2卫,西南,中层,简装修
9,14122元/平米,南湖国际社区二期,131平米,185万,3室2厅2卫,南北,低层,简装修
10,12429元/平米,佳兆业君汇上品,177平米,220万,4室1厅1卫,南北,中层,毛坯
11,16667元/平米,南湖国际社区二期,129平米,215万,3室1厅2卫,东,低层,豪华装修
12,14122元/平米,南湖国际社区,131平米,185万,3室2厅2卫,南北,低层,简装修
13,16529元/平米,南湖国际社区,121平米,200万,3室2厅2卫,南北,低层,精装修
14,13953元/平米,复地御香山,430平米,600万,5室2厅2卫,南,低层,毛坯
15,16667元/平米,复地御香山,348平米,580万,4室2厅2卫,南,低层,毛坯
16,14943元/平米,建发浅水湾,522平米,780万,5室2厅5卫,南,低层,毛坯
17,14971元/平米,建发浅水湾,521平米,780万,5室2厅5卫,南,低层,毛坯
18,13306元/平米,南湖国际社区二期,124平米,165万,3室2厅2卫,南北,低层,精装修
19,14231元/平米,南湖世纪,130平米,185万,3室2厅2卫,南北,高层,毛坯
20,15854元/平米,南湖国际社区,164平米,260万,3室3厅2卫,南北,高层,精装修
22,17662元/平米,南湖国际社区,77平米,136万,2室2厅1卫,东西,高层,精装修
23,17083元/平米,南湖世纪,72平米,123万,2室2厅2卫,东北,中层,精装修
24,14574元/平米,南湖国际社区,129平米,188万,3室2厅2卫,东南,中层,毛坯
25,13975元/平米,南湖国际社区二期,161平米,225万,4室2厅3卫,东南,高层,简装修
26,15504元/平米,南湖国际社区二期,129平米,200万,3室2厅2卫,南北,中层,简装修
27,16667元/平米,戛纳湾金棕榈,120平米,200万,3室2厅2卫,南北,低层,毛坯
28,17341元/平米,戛纳湾金棕榈,173平米,300万,4室2厅2卫,南北,高层,毛坯
29,17204元/平米,戛纳湾金棕榈,93平米,160万,3室2厅2卫,东南,中层,毛坯
0,14943元/平米,建发浅水湾,522平米,780万,5室2厅5卫,南,低层,毛坯
1,14971元/平米,建发浅水湾,521平米,780万,5室2厅5卫,南,低层,毛坯
2,13306元/平米,南湖国际社区二期,124平米,165万,3室2厅2卫,南北,低层,精装修
3,14231元/平米,南湖世纪,130平米,185万,3室2厅2卫,南北,高层,毛坯
4,15854元/平米,南湖国际社区,164平米,260万,3室3厅2卫,南北,高层,精装修
6,17662元/平米,南湖国际社区,77平米,136万,2室2厅1卫,东西,高层,精装修
7,17083元/平米,南湖世纪,72平米,123万,2室2厅2卫,东北,中层,精装修
8,14574元/平米,南湖国际社区,129平米,188万,3室2厅2卫,东南,中层,毛坯
9,13975元/平米,南湖国际社区二期,161平米,225万,4室2厅3卫,东南,高层,简装修
10,15504元/平米,南湖国际社区二期,129平米,200万,3室2厅2卫,南北,中层,简装修
11,16667元/平米,戛纳湾金棕榈,120平米,200万,3室2厅2卫,南北,低层,毛坯
12,17341元/平米,戛纳湾金棕榈,173平米,300万,4室2厅2卫,南北,高层,毛坯
13,17204元/平米,戛纳湾金棕榈,93平米,160万,3室2厅2卫,东南,中层,毛坯
14,15714元/平米,戛纳湾金棕榈,105平米,165万,3室2厅2卫,南北,高层,毛坯
15,17532元/平米,南湖国际社区,77平米,135万,2室2厅1卫,西北,低层,精装修
16,19186元/平米,佳兆业君汇上品,86平米,165万,2室2厅1卫,东,中层,简装修
17,16197元/平米,南湖左岸,71平米,115万,2室2厅1卫,南,低层,简装修
18,13953元/平米,佳兆业君汇上品,172平米,240万,5室2厅3卫,南,低层,简装修
19,19333元/平米,中海右岸,75平米,145万,3室2厅1卫,东北,中层,简装修
20,9677元/平米,城南领寓,93平米,90万,2室1厅1卫,南,中层,简装修
21,18889元/平米,中海右岸,90平米,170万,3室2厅1卫,南北,低层,简装修
22,16637元/平米,南湖世纪,113平米,188万,3室2厅2卫,东,高层,简装修
23,16818元/平米,佳兆业君汇上品,110平米,185万,3室2厅2卫,东,中层,精装修
24,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,南,低层,毛坯
25,14198元/平米,恒大天府半岛,162平米,230万,4室2厅2卫,南北,低层,毛坯
26,20513元/平米,建发浅水湾,585平米,1200万,6室3厅5卫,南,低层,毛坯
27,16279元/平米,和泓半山,258平米,420万,4室4厅4卫,南,低层,精装修
28,13758元/平米,和泓半山,298平米,410万,4室3厅4卫,南,低层,毛坯
29,14550元/平米,和泓半山,378平米,550万,6室3厅5卫,东,低层,毛坯
0,16637元/平米,南湖世纪,113平米,188万,3室2厅2卫,东,高层,简装修
1,16818元/平米,佳兆业君汇上品,110平米,185万,3室2厅2卫,东,中层,精装修
2,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,南,低层,毛坯
3,14198元/平米,恒大天府半岛,162平米,230万,4室2厅2卫,南北,低层,毛坯
4,20513元/平米,建发浅水湾,585平米,1200万,6室3厅5卫,南,低层,毛坯
5,16279元/平米,和泓半山,258平米,420万,4室4厅4卫,南,低层,精装修
6,13758元/平米,和泓半山,298平米,410万,4室3厅4卫,南,低层,毛坯
7,14550元/平米,和泓半山,378平米,550万,6室3厅5卫,东,低层,毛坯
8,16107元/平米,和泓半山,298平米,480万,5室3厅4卫,南,低层,毛坯
10,16562元/平米,心怡中丝园,160平米,265万,4室2厅3卫,南,低层,毛坯
11,12826元/平米,南湖国际社区二期,276平米,354万,4室2厅3卫,东西,高层,毛坯
13,17500元/平米,心怡中丝园,120平米,210万,3室2厅2卫,南,中层,毛坯
14,16503元/平米,棕榈南岸,94.53平米,156万,3室2厅1卫,南,低层,简装修
15,16067元/平米,欣宇都市港湾,89平米,143万,3室1厅1卫,南北,高层,中装修
16,12069元/平米,楠域丽景,87平米,105万,2室1厅1卫,东,高层,中装修
17,16863元/平米,心怡中丝园,102平米,172万,3室2厅2卫,南,中层,毛坯
21,16149元/平米,南湖国际社区二期,161平米,260万,4室2厅3卫,东,高层,精装修
22,14961元/平米,棕榈南岸,127平米,190万,3室2厅2卫,南,低层,简装修
23,16053元/平米,三利麓山城,236.72平米,380万,4室2厅4卫,北,低层,豪华装修
24,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,东,低层,毛坯
25,16165元/平米,麓山国际社区茵特拉肯,133平米,215万,3室2厅2卫,西南,低层,精装修
26,12195元/平米,和泓半山,287平米,350万,3室2厅3卫,北,低层,毛坯
27,17606元/平米,南湖世纪,71平米,125万,2室1厅1卫,东北,高层,精装修
28,17606元/平米,南湖世纪,71平米,125万,2室1厅1卫,东北,中层,精装修
29,19231元/平米,宏达世纪锦城,78平米,150万,2室2厅1卫,南北,中层,中装修
0,21856元/平米,蔚蓝卡地亚,420.94平米,920万,5室2厅3卫,东南,低层,精装修
1,12762元/平米,成南领寓,119.1平米,152万,3室2厅2卫,南,中层,简装修
2,19492元/平米,洛森堡新殿,118平米,230万,4室2厅2卫,东南,中层,豪华装修
3,17986元/平米,河畔新世界,144平米,259万,3室2厅2卫,西南,高层,精装修
4,17143元/平米,佳兆业君汇上品,105平米,180万,3室2厅2卫,南,低层,精装修
5,16000元/平米,佳兆业君汇上品,130平米,208万,3室2厅2卫,东西,高层,精装修
6,19245元/平米,慕和南道,93.53平米,180万,3室2厅1卫,北,低层,简装修
7,13889元/平米,蓝润华府春天,72平米,100万,3室2厅1卫,南北,高层,精装修
8,15625元/平米,蔚蓝卡地亚,320平米,500万,5室3厅1卫,南,低层,毛坯
9,14941元/平米,凯莱丽景雅筑,157.29平米,235万,3室2厅2卫,西北,中层,简装修
10,16372元/平米,南湖国际社区,76.35平米,125万,2室2厅1卫,南,中层,精装修
11,15647元/平米,南阳盛世,79.89平米,125万,2室1厅1卫,南,高层,精装修
12,13187元/平米,洛森堡新殿,91平米,120万,2室2厅1卫,南,低层,精装修
13,16281元/平米,保利御景台,122.84平米,200万,3室2厅2卫,北,中层,毛坯
15,14912元/平米,中德英伦世邦,57平米,85万,2室2厅2卫,南北,低层,简装修
16,16717元/平米,家益欣城,92.72平米,155万,2室2厅1卫,东,低层,精装修
17,17559元/平米,南湖世纪,119.6平米,210万,3室2厅2卫,东,中层,简装修
18,12444元/平米,南阳锦城,135平米,168万,3室2厅2卫,南,低层,精装修
19,13448元/平米,佳兆业君汇上品,145平米,195万,4室2厅2卫,西北,高层,毛坯
20,22959元/平米,万科海悦汇城东区,58.8平米,135万,2室2厅1卫,西南,低层,精装修
21,13163元/平米,南阳盛世,79.77平米,105万,2室1厅1卫,东南,中层,精装修
22,13542元/平米,融创Nano公馆,48平米,65万,2室1厅1卫,南,低层,精装修
23,18182元/平米,洛森堡新殿,99平米,180万,3室2厅2卫,南北,中层,毛坯
24,15252元/平米,左岸花都,139平米,212万,3室2厅2卫,南北,低层,中装修
25,17442元/平米,阳光华苑,108.93平米,190万,3室2厅2卫,南,高层,毛坯
27,19492元/平米,洛森堡新殿,118平米,230万,4室2厅2卫,东南,中层,豪华装修
28,10072元/平米,南阳锦城,139平米,140万,3室2厅2卫,南,高层,毛坯
29,12159元/平米,洛森堡新殿,88平米,107万,2室2厅1卫,北,低层,毛坯
0,17143元/平米,佳兆业君汇上品,105平米,180万,3室2厅2卫,南,低层,精装修
1,16000元/平米,佳兆业君汇上品,130平米,208万,3室2厅2卫,东西,高层,精装修
2,19245元/平米,慕和南道,93.53平米,180万,3室2厅1卫,北,低层,简装修
3,13889元/平米,蓝润华府春天,72平米,100万,3室2厅1卫,南北,高层,精装修
4,15625元/平米,蔚蓝卡地亚,320平米,500万,5室3厅1卫,南,低层,毛坯
5,14941元/平米,凯莱丽景雅筑,157.29平米,235万,3室2厅2卫,西北,中层,简装修
6,16372元/平米,南湖国际社区,76.35平米,125万,2室2厅1卫,南,中层,精装修
7,15647元/平米,南阳盛世,79.89平米,125万,2室1厅1卫,南,高层,精装修
8,13187元/平米,洛森堡新殿,91平米,120万,2室2厅1卫,南,低层,精装修
9,16281元/平米,保利御景台,122.84平米,200万,3室2厅2卫,北,中层,毛坯
11,14912元/平米,中德英伦世邦,57平米,85万,2室2厅2卫,南北,低层,简装修
12,16717元/平米,家益欣城,92.72平米,155万,2室2厅1卫,东,低层,精装修
13,17559元/平米,南湖世纪,119.6平米,210万,3室2厅2卫,东,中层,简装修
14,12444元/平米,南阳锦城,135平米,168万,3室2厅2卫,南,低层,精装修
15,13448元/平米,佳兆业君汇上品,145平米,195万,4室2厅2卫,西北,高层,毛坯
16,22959元/平米,万科海悦汇城东区,58.8平米,135万,2室2厅1卫,西南,低层,精装修
17,13163元/平米,南阳盛世,79.77平米,105万,2室1厅1卫,东南,中层,精装修
18,13542元/平米,融创Nano公馆,48平米,65万,2室1厅1卫,南,低层,精装修
19,18182元/平米,洛森堡新殿,99平米,180万,3室2厅2卫,南北,中层,毛坯
20,15252元/平米,左岸花都,139平米,212万,3室2厅2卫,南北,低层,中装修
21,17442元/平米,阳光华苑,108.93平米,190万,3室2厅2卫,南,高层,毛坯
23,19492元/平米,洛森堡新殿,118平米,230万,4室2厅2卫,东南,中层,豪华装修
24,10072元/平米,南阳锦城,139平米,140万,3室2厅2卫,南,高层,毛坯
25,12159元/平米,洛森堡新殿,88平米,107万,2室2厅1卫,北,低层,毛坯
26,35025元/平米,麓山国际圆石滩,394平米,1380万,5室2厅3卫,东,低层,精装修
27,35874元/平米,麓山国际橡树坡,892平米,3200万,7室3厅7卫,南,低层,毛坯
28,22892元/平米,蔚蓝卡地亚,332平米,760万,4室2厅4卫,南,低层,毛坯
29,9350元/平米,成南领寓,90.91平米,85万,2室2厅1卫,南北,中层,精装修
0,16667元/平米,南湖国际社区二期,129平米,215万,3室1厅2卫,东,低层,豪华装修
1,15797元/平米,融创Nano公馆,37.35平米,59万,1室1厅1卫,南,中层,简装修
2,17885元/平米,戛纳滨江,89.46平米,160万,3室2厅2卫,南北,高层,精装修
3,13978元/平米,洛森堡新殿,93平米,130万,3室2厅1卫,东南,低层,精装修
5,12281元/平米,雅居乐富春山居,285平米,350万,4室3厅4卫,南,低层,精装修
6,14722元/平米,天府美岸,180平米,265万,4室2厅2卫,东西,低层,毛坯
7,20440元/平米,兰桥尚舍,159平米,325万,4室2厅3卫,南,低层,简装修
8,18391元/平米,蜀郡别墅,174平米,320万,4室2厅3卫,南,低层,毛坯
9,15965元/平米,融创Nano公馆,57平米,91万,2室1厅1卫,东南,中层,简装修
10,25581元/平米,佳兆业君汇上品,86平米,220万,4室3厅1卫,西,高层,精装修
11,14784元/平米,水印城,131.9平米,195万,3室2厅2卫,南,中层,精装修
12,14818元/平米,水印城,131.6平米,195万,3室2厅2卫,南,中层,精装修
13,12394元/平米,南湖国际社区二期,177.5平米,220万,4室2厅3卫,西,低层,毛坯
14,14410元/平米,南湖国际社区,161平米,232万,3室2厅3卫,南北,高层,毛坯
15,17711元/平米,南湖国际社区,83平米,147万,2室2厅1卫,东,低层,简装修
16,13759元/平米,南湖国际社区二期,133平米,183万,3室1厅1卫,北,低层,毛坯
17,15273元/平米,佳兆业君汇上品,110平米,168万,3室2厅2卫,东南,高层,毛坯
18,15730元/平米,戛纳滨江,89平米,140万,3室2厅1卫,南,高层,简装修
19,17209元/平米,南湖国际社区二期,86平米,148万,2室1厅1卫,西南,低层,简装修
20,15714元/平米,中海右岸,98平米,154万,3室2厅2卫,西南,中层,简装修
21,14122元/平米,南湖国际社区二期,131平米,185万,3室2厅2卫,南北,低层,简装修
22,12429元/平米,佳兆业君汇上品,177平米,220万,4室1厅1卫,南北,中层,毛坯
23,16667元/平米,南湖国际社区二期,129平米,215万,3室1厅2卫,东,低层,豪华装修
24,14122元/平米,南湖国际社区,131平米,185万,3室2厅2卫,南北,低层,简装修
25,16529元/平米,南湖国际社区,121平米,200万,3室2厅2卫,南北,低层,精装修
26,13953元/平米,复地御香山,430平米,600万,5室2厅2卫,南,低层,毛坯
27,16667元/平米,复地御香山,348平米,580万,4室2厅2卫,南,低层,毛坯
28,14943元/平米,建发浅水湾,522平米,780万,5室2厅5卫,南,低层,毛坯
29,14971元/平米,建发浅水湾,521平米,780万,5室2厅5卫,南,低层,毛坯
0,17209元/平米,南湖国际社区二期,86平米,148万,2室1厅1卫,西南,低层,简装修
1,15714元/平米,中海右岸,98平米,154万,3室2厅2卫,西南,中层,简装修
2,14122元/平米,南湖国际社区二期,131平米,185万,3室2厅2卫,南北,低层,简装修
3,12429元/平米,佳兆业君汇上品,177平米,220万,4室1厅1卫,南北,中层,毛坯
4,16667元/平米,南湖国际社区二期,129平米,215万,3室1厅2卫,东,低层,豪华装修
5,14122元/平米,南湖国际社区,131平米,185万,3室2厅2卫,南北,低层,简装修
6,16529元/平米,南湖国际社区,121平米,200万,3室2厅2卫,南北,低层,精装修
7,13953元/平米,复地御香山,430平米,600万,5室2厅2卫,南,低层,毛坯
8,16667元/平米,复地御香山,348平米,580万,4室2厅2卫,南,低层,毛坯
9,14943元/平米,建发浅水湾,522平米,780万,5室2厅5卫,南,低层,毛坯
10,14971元/平米,建发浅水湾,521平米,780万,5室2厅5卫,南,低层,毛坯
11,13306元/平米,南湖国际社区二期,124平米,165万,3室2厅2卫,南北,低层,精装修
12,14231元/平米,南湖世纪,130平米,185万,3室2厅2卫,南北,高层,毛坯
13,15854元/平米,南湖国际社区,164平米,260万,3室3厅2卫,南北,高层,精装修
15,17662元/平米,南湖国际社区,77平米,136万,2室2厅1卫,东西,高层,精装修
16,17083元/平米,南湖世纪,72平米,123万,2室2厅2卫,东北,中层,精装修
17,14574元/平米,南湖国际社区,129平米,188万,3室2厅2卫,东南,中层,毛坯
18,13975元/平米,南湖国际社区二期,161平米,225万,4室2厅3卫,东南,高层,简装修
19,15504元/平米,南湖国际社区二期,129平米,200万,3室2厅2卫,南北,中层,简装修
20,16667元/平米,戛纳湾金棕榈,120平米,200万,3室2厅2卫,南北,低层,毛坯
21,17341元/平米,戛纳湾金棕榈,173平米,300万,4室2厅2卫,南北,高层,毛坯
22,17204元/平米,戛纳湾金棕榈,93平米,160万,3室2厅2卫,东南,中层,毛坯
23,15714元/平米,戛纳湾金棕榈,105平米,165万,3室2厅2卫,南北,高层,毛坯
24,17532元/平米,南湖国际社区,77平米,135万,2室2厅1卫,西北,低层,精装修
25,19186元/平米,佳兆业君汇上品,86平米,165万,2室2厅1卫,东,中层,简装修
26,16197元/平米,南湖左岸,71平米,115万,2室2厅1卫,南,低层,简装修
27,13953元/平米,佳兆业君汇上品,172平米,240万,5室2厅3卫,南,低层,简装修
28,19333元/平米,中海右岸,75平米,145万,3室2厅1卫,东北,中层,简装修
29,9677元/平米,城南领寓,93平米,90万,2室1厅1卫,南,中层,简装修
1,13953元/平米,佳兆业君汇上品,172平米,240万,5室2厅3卫,南,低层,简装修
2,19333元/平米,中海右岸,75平米,145万,3室2厅1卫,东北,中层,简装修
3,9677元/平米,城南领寓,93平米,90万,2室1厅1卫,南,中层,简装修
4,18889元/平米,中海右岸,90平米,170万,3室2厅1卫,南北,低层,简装修
5,16637元/平米,南湖世纪,113平米,188万,3室2厅2卫,东,高层,简装修
6,16818元/平米,佳兆业君汇上品,110平米,185万,3室2厅2卫,东,中层,精装修
7,16304元/平米,南湖半岛,92平米,150万,3室2厅1卫,南,低层,毛坯
8,14198元/平米,恒大天府半岛,162平米,230万,4室2厅2卫,南北,低层,毛坯
9,20513元/平米,建发浅水湾,585平米,1200万,6室3厅5卫,南,低层,毛坯
10,16279元/平米,和泓半山,258平米,420万,4室4厅4卫,南,低层,精装修
11,13758元/平米,和泓半山,298平米,410万,4室3厅4卫,南,低层,毛坯
12,14550元/平米,和泓半山,378平米,550万,6室3厅5卫,东,低层,毛坯
13,16107元/平米,和泓半山,298平米,480万,5室3厅4卫,南,低层,毛坯
15,16562元/平米,心怡中丝园,160平米,265万,4室2厅3卫,南,低层,毛坯
16,12826元/平米,南湖国际社区二期,276平米,354万,4室2厅3卫,东西,高层,毛坯
18,17500元/平米,心怡中丝园,120平米,210万,3室2厅2卫,南,中层,毛坯
19,16503元/平米,棕榈南岸,94.53平米,156万,3室2厅1卫,南,低层,简装修
20,16067元/平米,欣宇都市港湾,89平米,143万,3室1厅1卫,南北,高层,中装修
21,12069元/平米,楠域丽景,87平米,105万,2室1厅1卫,东,高层,中装修
22,16863元/平米,心怡中丝园,102平米,172万,3室2厅2卫,南,中层,毛坯
26,16149元/平米,南湖国际社区二期,161平米,260万,4室2厅3卫,东,高层,精装修
27,14961元/平米,棕榈南岸,127平米,190万,3室2厅2卫,南,低层,简装修
28,16053元/平米,三利麓山城,236.72平米,380万,4室2厅4卫,北,低层,豪华装修
